x,y
0.35857459902763367,0.274599552154541
0.3608017861843109,0.2723112106323242
0.36302894353866577,0.2723112106323242
0.365256130695343,0.2723112106323242
0.3674832880496979,0.2723112106323242
0.3697104752063751,0.2723112106323242
0.37193763256073,0.2700228691101074
0.3741648197174072,0.2700228691101074
0.3763919770717621,0.2677345275878906
0.37861916422843933,0.2677345275878906
0.3808463215827942,0.2677345275878906
0.38307350873947144,0.2677345275878906
0.3853006660938263,0.2677345275878906
0.38752785325050354,0.2677345275878906
0.3897550106048584,0.2700228691101074
0.39198216795921326,0.2700228691101074
0.3942093551158905,0.2723112106323242
0.39643651247024536,0.274599552154541
0.3986636996269226,0.2768878936767578
0.40089085698127747,0.2768878936767578
0.4031180441379547,0.27917617559432983
0.40534520149230957,0.27917617559432983
0.4075723886489868,0.28146451711654663
0.4097995460033417,0.28146451711654663
0.4120267331600189,0.28146451711654663
0.4142538905143738,0.28146451711654663
0.416481077671051,0.2837528586387634
0.4187082350254059,0.2837528586387634
0.42093542218208313,0.2837528586387634
0.423162579536438,0.2837528586387634
0.42538976669311523,0.2837528586387634
0.4276169240474701,0.2837528586387634
0.42984411120414734,0.2837528586387634
0.4320712685585022,0.2837528586387634
0.43429845571517944,0.2837528586387634
0.4365256130695343,0.2860412001609802
0.43875277042388916,0.2860412001609802
0.4409799575805664,0.288329541683197
0.44320711493492126,0.288329541683197
0.4454343020915985,0.29061782360076904
0.44766145944595337,0.29061782360076904
0.4498886466026306,0.29290616512298584
0.4521158039569855,0.29290616512298584
0.4543429911136627,0.29519450664520264
0.4565701484680176,0.29748284816741943
0.4587973356246948,0.29977118968963623
0.4610244929790497,0.30205947160720825
0.46325168013572693,0.30434781312942505
0.4654788374900818,0.30663615465164185
0.4654788374900818,0.30892449617385864
0.46770602464675903,0.31121283769607544
0.46770602464675903,0.31350111961364746
0.4699331820011139,0.31578946113586426
0.4699331820011139,0.31807780265808105
0.47216036915779114,0.32036614418029785
0.474387526512146,0.32036614418029785
0.47661471366882324,0.32036614418029785
0.4788418710231781,0.32265448570251465
0.48106902837753296,0.32265448570251465
0.4832962155342102,0.32265448570251465
0.48552337288856506,0.32265448570251465
0.4877505600452423,0.32265448570251465
0.48997771739959717,0.32494276762008667
0.4922049045562744,0.32494276762008667
0.4944320619106293,0.32494276762008667
0.4966592490673065,0.32494276762008667
0.4988864064216614,0.32494276762008667
0.5011135935783386,0.32494276762008667
0.5033407807350159,0.32265448570251465
0.5055679082870483,0.32265448570251465
0.5077950954437256,0.32036614418029785
0.5100222826004028,0.32036614418029785
0.5122494697570801,0.31807780265808105
0.5144765973091125,0.31807780265808105
0.5167037844657898,0.32036614418029785
0.518930971622467,0.32036614418029785
0.5211581587791443,0.32036614418029785
0.5233852863311768,0.32265448570251465
0.525612473487854,0.32265448570251465
0.5278396606445312,0.32494276762008667
0.5300667881965637,0.32723110914230347
0.532293975353241,0.32723110914230347
0.5345211625099182,0.32951945066452026
0.5367483496665955,0.33180779218673706
0.5367483496665955,0.33409613370895386
0.5389754772186279,0.3363844156265259
0.5412026643753052,0.3386727571487427
0.5434298515319824,0.3386727571487427
0.5456570386886597,0.3409610986709595
0.5478841662406921,0.3409610986709595
0.5501113533973694,0.3409610986709595
0.5523385405540466,0.34324944019317627
0.5545657277107239,0.34324944019317627
0.5567928552627563,0.34324944019317627
0.5590200424194336,0.3409610986709595
0.5612472295761108,0.3409610986709595
0.5634744167327881,0.3409610986709595
0.5657015442848206,0.3409610986709595
0.5679287314414978,0.3409610986709595
0.570155918598175,0.3409610986709595
0.5723830461502075,0.3409610986709595
0.5746102333068848,0.3409610986709595
0.576837420463562,0.34324944019317627
0.5790646076202393,0.34324944019317627
0.5812917351722717,0.34324944019317627
0.583518922328949,0.34324944019317627
0.5857461094856262,0.34324944019317627
0.5879732966423035,0.34324944019317627
0.5902004241943359,0.34324944019317627
0.5924276113510132,0.34553778171539307
0.5946547985076904,0.34553778171539307
0.5968819856643677,0.34553778171539307
0.5991091132164001,0.3478260636329651
0.6013363003730774,0.3478260636329651
0.6035634875297546,0.3501144051551819
0.6057906746864319,0.3501144051551819
0.6080178022384644,0.3501144051551819
