x,y
0.846325159072876,0.4942792057991028
0.8485523462295532,0.4942792057991028
0.8507795333862305,0.4942792057991028
0.8530066609382629,0.4942792057991028
0.8552338480949402,0.4942792057991028
0.8574610352516174,0.4942792057991028
0.8596882224082947,0.4942792057991028
0.8619153499603271,0.4942792057991028
0.8641425371170044,0.4942792057991028
0.8663697242736816,0.4942792057991028
0.8685969114303589,0.4942792057991028
0.8708240389823914,0.4942792057991028
0.8730512261390686,0.4942792057991028
0.8752784132957458,0.4942792057991028
0.8775055408477783,0.4942792057991028
0.8797327280044556,0.4942792057991028
0.8819599151611328,0.4942792057991028
0.8841871023178101,0.4942792057991028
0.8864142298698425,0.491990864276886
0.8886414170265198,0.491990864276886
0.890868604183197,0.491990864276886
0.8930957913398743,0.491990864276886
0.8953229188919067,0.4897025227546692
0.897550106048584,0.4897025227546692
0.8997772932052612,0.4897025227546692
0.9020044803619385,0.4897025227546692
0.904231607913971,0.4874141812324524
0.9064587950706482,0.4874141812324524
0.9086859822273254,0.4874141812324524
0.9109131693840027,0.4874141812324524
0.9131402969360352,0.4874141812324524
0.9153674840927124,0.4874141812324524
0.9175946712493896,0.4851258397102356
0.9198217988014221,0.4851258397102356
0.9220489859580994,0.4851258397102356
0.9242761731147766,0.4851258397102356
0.9265033602714539,0.4851258397102356
0.9287304878234863,0.4851258397102356
0.9309576749801636,0.4851258397102356
0.9331848621368408,0.4851258397102356
